what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1269219356588
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269219357158
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1269219358045
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269219358536
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1269219362447
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269219374861
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219455686
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1269219462135
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219466021
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219466337
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219467520
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1269219470212
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.format",1269219471325
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219474317
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1269219480399
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219483406
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219484126
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219486225
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219486995
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219488626
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219529776
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269219533252
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219533463
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219533980
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219534970
