what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269219912984
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219928708
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219934085
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219934433
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219935207
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219936914
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219940182
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219942621
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219944749
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219946020
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219950550
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219951557
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219953549
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220033853
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1269220037098
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269220039231
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220039763
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220041931
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220048152
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220050004
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220066561
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269220075906
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269220076082
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269220076234
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269220076354
