what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218001240
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218001347
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218003636
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218006292
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218010076
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218010522
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218097155
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218098369
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218260645
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269218274066
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218274457
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218278299
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269218286855
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269218291179
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218292094
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218292763
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218293609
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218390581
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218391241
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218391519
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218395058
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1269218395095
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218397557
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218401800
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269218402530
