what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217451150
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217453825
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217454071
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217490113
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217492665
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217496775
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217502937
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217508905
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217519030
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217522768
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217523244
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217523720
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217526106
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217527270
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217527595
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217529166
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217531438
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217531720
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217539527
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217546636
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217570924
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217571680
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217572873
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217577821
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217578980
