what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217301486
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217303568
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217305755
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217307956
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217312014
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217313597
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217313974
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217314346
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217321668
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269217325016
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269217333379
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217338332
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217338956
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217340579
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269217340996
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269217341392
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217342500
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217345558
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217345880
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217347676
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217348836
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217349108
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217350827
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217358772
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217365366
