what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217582959
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217583418
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1269217600788
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217604112
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217606139
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217646217
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217649139
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217668552
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1269217671504
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217675614
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217675879
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217676427
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217676668
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217677299
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217677911
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217679699
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217683160
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217683455
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217696511
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217708590
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217708908
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217710397
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217730499
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217735304
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217736593
