what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217742584
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217747748
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217748191
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217748946
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217749346
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217755697
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217762014
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217764530
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217769304
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217773950
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217776833
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217787255
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217806489
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217806969
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217814503
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217818914
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217819400
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217825203
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217828971
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217829205
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217836188
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217840798
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217841093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217844772
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217857845
