what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217882284
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269217900379
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217911392
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217913586
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217926444
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269217927337
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217932614
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217933999
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217943132
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269217961726
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217963255
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1269217963300
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269217964149
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217967085
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217967552
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217969789
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217970045
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217978022
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269217980549
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269217991612
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217991849
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217993187
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217997758
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217998380
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269217999501
