what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219542268
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219548299
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219548655
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219558069
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219559909
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219672274
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219679350
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219712038
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219717054
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219718312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219723698
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219725244
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219764350
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269219773308
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1269219779206
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269219779977
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219780373
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219781591
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219797047
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219806977
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219807327
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219809678
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219811065
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269219899746
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269219912468
