what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214534560
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214534926
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269214536675
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1269214536676
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214538607
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214539232
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214546782
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214548265
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ResourceNavigator",1269214550279
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269214551420
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214552793
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214553719
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269214565594
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269214572198
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214574938
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214608047
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214608686
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269214608950
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ResourceNavigator",1269214615761
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269214616045
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269214621222
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1269214625264
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269214626437
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269214646956
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1269214652972
