what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220692125
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220694585
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220694892
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220696174
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1269220704371
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220705390
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269220709125
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269220710904
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269220713405
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220719567
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220719968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220721270
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220733237
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220733645
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220734947
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220735414
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220750866
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269220756529
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220757009
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220767943
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220768368
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220769208
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220769578
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269220775131
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269220793173
