what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269216659966
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1269216660780
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216662120
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216662354
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269216662938
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1269216664606
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1269216668758
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269216677742
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269216677886
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269216678038
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269216706036
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216706313
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216713905
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1269216721465
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216722018
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216722270
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269216723831
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1269216729768
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269216731394
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269216732641
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216739247
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216740112
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216740622
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216741490
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269216741961
